Method Data,,,,
2.118,502,220,21,0.016
2.126,504,220.4,21,0.0055
2.134,504,220.8,21,0.016
2.1425,506,221.3,21,0.0055
2.151,507,221.6,21,0.014
2.1595,508,222,21,0.014
2.167,508,222.3,21,0.015
2.1755,510,222.6,21,0.0055
2.184,510,223,21,0.017
2.1925,512,223.3,21,0.0055
2.2005,513,223.7,21,0.0135
2.209,514,224.1,21,0.014
2.217,514,224.3,21,0.016
2.225,516,224.6,21,0.0055
2.2335,516,225,21,0.017
2.242,518,225.3,21,0.0055
2.2505,519,225.6,21,0.014
2.259,520,225.9,21,0.014
2.2665,520,226.2,21,0.015
2.275,522,226.5,21,0.0055
2.2835,522,226.8,21,0.017
2.2915,524,227,21,0.005
2.3,525,227.3,21,0.014
2.3085,526,227.6,21,0.014
2.316,526,227.9,21,0.015
2.3245,528,228.2,21,0.0055
2.333,528,228.5,21,0.017
2.3415,530,228.8,21,0.0055
2.35,531,229.1,21,0.014
2.3585,532,229.3,21,0.017
2.366,532,229.6,21,0.015
2.3745,534,229.9,21,0.0055
2.3825,535,230.1,21,0.0135
2.391,536,230.4,21,0.014
2.3995,537,230.6,21,0.014
2.408,538,230.8,21,0.017
2.4155,538,231.1,21,0.015
2.424,540,231.4,21,0.0055
2.4325,541,231.6,21,0.014
2.441,542,231.8,21,0.014
2.449,543,232,21,0.0135
2.4575,544,232.2,21,0.014
2.465,544,232.5,21,0.015
2.4735,546,232.7,21,0.0055
2.482,547,232.9,21,0.014
2.4905,548,233.3,21,0.014
2.499,549,233.5,21,0.014
2.5075,550,233.6,21,0.014
2.515,550,233.8,21,0.015
2.523,552,234,21,0.0055
2.5315,553,234.2,21,0.014
2.538,554,234.5,21,0.011
2.5385,555,234.7,21,0.001
2.5385,556,234.8,21,0
2.539,556,234.8,21,0.001
2.5405,558,234.8,21,0.001
2.5425,559,234.9,21,0.0035
2.546,560,234.9,21,0.006
2.551,561,235,21,0.0085
2.554,561,235,21,0.03
Scope 1/1, Sample 3/9 (20160805_Bin3),,,
Result,TitrationEP1,,,
V,t,E,T,dV/dt
0,0,-60.8,20.9,NaN
0.0005,1,-62.6,20.9,0.0005
0.0025,2,-63,20.9,0.002
0.005,3,-63.3,20.9,0.0025
0.009,4,-63.8,20.9,0.0035
0.015,5,-64.1,20.9,0.0055
0.0235,6,-64.3,20.9,0.0075
0.031,7,-64.5,20.9,0.0075
0.0395,8,-64.6,20.9,0.0085
0.048,9,-64.8,20.9,0.0075
0.0565,10,-64.9,20.9,0.0075
0.065,11,-64.9,20.9,0.0075
0.0735,12,-64.9,20.9,0.0075
0.081,13,-65,20.9,0.0075
0.0895,14,-65,20.9,0.0085
0.0975,15,-64.9,20.9,0.0075
0.106,16,-64.8,20.9,0.0075
0.1145,17,-64.7,20.9,0.0075
0.123,18,-64.6,20.9,0.0075
0.1305,19,-64.5,20.9,0.0075
0.139,20,-64.4,20.9,0.0085
0.1475,21,-64.3,20.9,0.0075
0.156,22,-64.1,20.9,0.0075
0.164,23,-63.9,20.9,0.0075
0.1725,24,-63.7,20.9,0.0075
0.18,25,-63.5,20.9,0.0075
0.1885,26,-63.3,20.9,0.0085
0.197,27,-63,20.9,0.0075
0.2055,28,-62.7,20.9,0.0075
0.214,29,-62.4,20.9,0.0075
0.2225,30,-62.1,20.9,0.0085
0.23,31,-61.8,20.9,0.0075
0.2385,32,-61.4,20.9,0.0085
0.247,33,-61,20.9,0.0075
0.255,34,-60.7,20.9,0.0075
0.2635,35,-60.3,20.9,0.0075
0.272,36,-59.9,20.9,0.0085
0.2795,37,-59.5,20.9,0.0075
0.288,38,-59,20.9,0.0085
0.2965,39,-58.6,20.9,0.0075
0.305,40,-58,20.9,0.0075
0.3135,41,-57.5,20.9,0.0075
0.321,42,-57,20.9,0.0075
0.3295,43,-56.4,20.9,0.0085
0.338,44,-55.8,20.9,0.0085
0.346,45,-55.2,20.9,0.0075
0.3545,46,-54.6,20.9,0.0075
0.363,47,-53.8,20.9,0.0075
0.3705,48,-53.2,20.9,0.0075
0.379,49,-52.4,20.9,0.0085
0.3875,50,-51.7,20.9,0.0085
0.396,51,-50.9,20.9,0.0075
0.4045,52,-50.1,20.9,0.0075
0.4125,53,-49.2,20.9,0.0075
0.4205,54,-48.4,20.9,0.008
0.4285,55,-47.4,20.9,0.008
0.437,56,-46.3,20.9,0.0075
0.4455,57,-45.2,20.9,0.0075
0.454,58,-44.1,20.9,0.0075
0.4625,59,-42.9,20.9,0.0075
0.47,60,-41.7,20.9,0.0075
0.4785,61,-40.2,20.9,0.0085
0.487,62,-38.8,20.9,0.0075
0.4955,63,-37.3,20.9,0.0075
0.5035,64,-35.7,20.9,0.0075
0.512,65,-34.1,20.9,0.0085
0.5195,66,-32.2,20.9,0.0075
0.528,67,-30.1,20.9,0.0085
0.5365,68,-28.1,20.9,0.0075
0.545,69,-26,20.9,0.0075
0.5535,70,-24.1,20.9,0.0075
0.562,71,-22.2,20.9,0.0075
0.5695,72,-20.4,20.9,0.0075
0.578,73,-18.8,20.9,0.0085
0.586,74,-17.4,20.9,0.0075
0.5945,75,-16.1,20.9,0.0075
0.603,76,-14.8,20.9,0.0075
0.6115,77,-13.8,20.9,0.0085
0.619,78,-12.7,20.9,0.0075
0.6275,79,-11.7,20.9,0.0085
0.636,80,-10.8,20.9,0.0075
0.6445,81,-9.8,20.9,0.0075
0.6525,82,-8.7,20.9,0.0075
0.661,83,-7.8,20.9,0.0075
0.6685,84,-6.9,20.9,0.0075
0.677,85,-6,20.9,0.0085
0.6855,86,-5.2,20.9,0.0075
0.694,87,-4.3,20.9,0.0075
0.7025,88,-3.3,20.9,0.0075
0.711,89,-2.3,20.9,0.0085
0.7185,90,-1,20.9,0.007
0.727,91,-0.1,20.9,0.0085
0.7355,92,0,20.9,0.0075
0.7435,93,0.8,20.9,0.0075
0.752,94,1.7,20.9,0.0075
0.7605,95,2.4,20.9,0.0075
0.768,96,3.1,20.9,0.0075
0.7765,97,3.8,20.9,0.0085
0.785,98,4.6,20.9,0.0075
0.7935,99,5.4,20.9,0.0075
0.802,100,6.1,20.9,0.0075
0.81,101,6.9,20.9,0.008
0.818,102,7.6,20.9,0.008
0.826,103,8.4,20.9,0.008
0.8345,104,9.4,20.9,0.0075
0.843,105,10.3,20.9,0.0075
0.8515,106,11.1,20.9,0.0075
0.86,107,11.7,20.9,0.0085
0.8675,108,12.6,20.9,0.0075
0.876,109,13.4,20.9,0.0085
0.8845,110,14.2,20.9,0.0075
0.893,111,14.9,20.9,0.0075
0.901,112,15.8,20.9,0.0075
0.909,113,16.4,20.9,0.008
0.917,114,17.4,20.9,0.008
0.9255,115,18,20.9,0.0085
0.934,116,18.8,20.9,0.0075
0.9425,117,19.5,20.9,0.0075
0.951,118,20.2,20.9,0.0075
0.9585,119,20.9,20.9,0.0075
0.967,120,21.7,20.9,0.0085
0.9755,121,22.5,20.9,0.0085
0.9835,122,23.4,20.9,0.0075
0.992,123,24,20.9,0.0075
1.0005,124,24.6,20.9,0.0075
1.008,125,25.3,20.9,0.0075
1.0165,126,26.1,20.9,0.0085
1.025,127,26.8,20.9,0.0075
1.0335,128,27.8,20.9,0.0075
1.042,129,28.6,20.9,0.0075
1.05,130,29.3,20.9,0.0075
1.0585,131,30.1,20.9,0.0085
1.066,132,30.9,20.9,0.0075
1.0745,133,31.6,20.9,0.0085
1.083,134,32.4,20.9,0.0075
1.0915,135,33.1,20.9,0.0075
1.1,136,33.8,20.9,0.0075
1.1075,137,34.6,20.9,0.0075
1.116,138,35.5,20.9,0.0085
1.1245,139,36.4,20.9,0.0085
1.1325,140,37.2,20.9,0.0075
1.141,141,37.9,20.9,0.0075
1.1495,142,38.6,20.9,0.0075
1.157,143,39.6,20.9,0.0075
1.1655,144,40.3,20.9,0.0085
1.174,145,41.1,20.9,0.0085
1.1825,146,41.9,20.9,0.0075
1.191,147,42.8,20.9,0.0075
1.1995,148,43.8,20.9,0.0075
1.207,149,44.7,20.9,0.0075
1.2155,150,45.7,20.9,0.0085
1.2235,151,46.3,20.9,0.0075
1.232,152,47.1,20.9,0.0075
1.2405,153,48.2,20.9,0.0075
1.249,154,48.9,20.9,0.0075
1.2565,155,49.6,20.9,0.0075
1.265,156,50.5,20.9,0.0085
1.2735,157,51.4,20.9,0.0085
1.282,158,52.6,20.9,0.0075
1.29,159,53.5,20.9,0.0075
1.2985,160,54.5,20.9,0.0075
1.306,161,55.5,20.9,0.0075
1.3145,162,56.4,20.9,0.0085
1.323,163,57.5,20.9,0.0075
1.3315,164,58.6,20.9,0.0075
1.34,165,59.6,20.9,0.0075
1.3475,166,60.5,20.9,0.0075
1.356,167,61.6,20.9,0.0085
1.3645,168,62.5,20.9,0.0085
1.373,169,63.7,20.9,0.0075
1.3815,170,65,20.9,0.0075
1.3895,171,66.3,20.9,0.0075
1.3975,172,67.6,20.9,0.008
1.4055,173,68.8,20.9,0.0075
1.414,174,69.9,20.9,0.0075
1.4225,175,71.2,20.9,0.0075
1.431,176,72.6,20.9,0.0075
1.4395,177,74,20.9,0.0075
1.447,178,75.5,20.9,0.0075
1.4555,179,77,20.9,0.0085
1.464,180,78.5,20.9,0.0075
1.472,181,80.2,20.9,0.0075
1.4805,182,82.2,20.9,0.0075
1.489,183,83.6,20.9,0.0085
1.4965,184,85.3,20.9,0.0075
1.505,185,87.2,20.9,0.0085
1.5135,186,89.2,20.9,0.0075
1.522,187,91.5,20.9,0.0075
1.5305,188,93.9,20.9,0.0075
1.5385,189,96.2,20.9,0.0075
1.5465,190,98.5,20.9,0.008
1.5545,191,101,20.9,0.008
1.563,192,103.9,20.9,0.0075
1.5715,193,107,20.9,0.0075
1.58,194,110.1,20.9,0.0075
1.5885,195,113.5,20.9,0.0075
1.596,196,116.8,20.9,0.0075
1.6045,197,120.3,20.9,0.0085
1.613,198,124,20.9,0.0075
1.621,199,128.1,20.9,0.0075
1.6295,200,131.6,20.9,0.0075
1.638,201,135.4,20.9,0.0075
1.6455,202,138.6,20.9,0.0075
1.654,203,142.2,20.9,0.0085
1.6625,204,145.7,20.9,0.0085
1.671,205,149,20.9,0.0075
1.6795,206,152.3,20.9,0.0075
1.688,207,155.5,20.9,0.0075
1.6955,208,158.4,20.9,0.0075
1.704,209,161.4,20.9,0.0085
1.712,210,164.2,20.9,0.0075
1.7205,211,166.8,20.9,0.0075
1.729,212,169.5,20.9,0.0075
1.7375,213,171.8,20.9,0.0075
1.745,214,173.9,20.9,0.0075
1.7535,215,176.2,20.9,0.0085
1.762,216,178.4,20.9,0.0075
1.7705,217,180.4,20.9,0.0075
1.779,218,182.4,20.9,0.0075
1.787,219,184,20.9,0.008
1.7935,220,185,20.9,0.007
1.7935,460,194.4,21,0
1.794,461,194.4,21,0.0005
1.7955,462,194.3,21,0.0015
1.798,463,194.4,21,0.0025
1.8015,464,194.6,21,0.003
1.8075,465,195,21,0.0055
1.816,466,195.5,21,0.0075
1.8235,467,196.3,21,0.0075
1.832,468,197,21,0.0085
1.8405,469,197.8,21,0.0075
1.8485,470,198.6,21,0.0075
1.857,471,199.5,21,0.0075
1.8655,472,200.2,21,0.0085
1.873,473,200.9,21,0.0075
1.8815,474,201.7,21,0.0085
1.89,475,202.4,21,0.0075
1.8985,476,203.1,21,0.0075
1.907,477,203.9,21,0.0075
1.915,478,204.5,21,0.0075
1.923,479,205.2,21,0.008
1.931,480,205.9,21,0.008
1.9395,481,206.5,21,0.0075
1.948,482,207.3,21,0.0075
1.9565,483,207.9,21,0.0075
1.964,484,208.4,21,0.0075
1.9725,485,209,21,0.0085
1.981,486,209.6,21,0.0085
1.9895,487,210.2,21,0.0075
1.998,488,210.7,21,0.0075
2.006,489,211.2,21,0.0075
2.014,490,211.7,21,0.008
2.022,491,212.2,21,0.008
2.0305,492,212.8,21,0.0085
2.039,493,213.3,21,0.0075
2.0475,494,213.8,21,0.0075
2.056,495,214.2,21,0.0075
2.0635,496,214.7,21,0.0075
2.072,497,215.1,21,0.0085
2.0805,498,215.5,21,0.0075
2.0885,499,215.9,21,0.0075
2.097,500,216.4,21,0.0075
2.1055,501,216.9,21,0.0075
2.113,502,217.3,21,0.0075
2.1215,503,217.7,21,0.0085
2.13,504,218.1,21,0.0085
2.1385,505,218.5,21,0.0075
2.147,506,219,21,0.0075
2.1555,507,219.3,21,0.0075
2.163,508,219.7,21,0.0075
2.1715,509,220.1,21,0.0085
2.1795,510,220.4,21,0.0075
2.188,511,220.8,21,0.0075
2.1965,512,221.2,21,0.0075
2.205,513,221.6,21,0.0075
2.2125,514,221.8,21,0.0075
2.221,515,222.2,21,0.0085
2.2295,516,222.6,21,0.0075
2.238,517,222.9,21,0.0075
2.246,518,223.3,21,0.0075
2.2545,519,223.5,21,0.0085
2.262,520,223.9,21,0.0075
2.2705,521,224.1,21,0.0085
2.279,522,224.5,21,0.0075
2.2875,523,224.8,21,0.0075
2.296,524,225.1,21,0.0075
2.3045,525,225.4,21,0.0085
2.312,526,225.7,21,0.0075
2.3205,527,226,21,0.0085
2.329,528,226.3,21,0.0075
2.337,529,226.6,21,0.0075
2.3455,530,226.8,21,0.0075
2.354,531,227.2,21,0.0085
2.3615,532,227.4,21,0.0075
2.37,533,227.7,21,0.0085
2.3785,534,228,21,0.0075
2.387,535,228.3,21,0.0075
2.3955,536,228.5,21,0.0075
2.4035,537,228.8,21,0.0075
2.411,538,229,21,0.0075
2.4195,539,229.4,21,0.0085
2.428,540,229.6,21,0.0075
2.4365,541,229.9,21,0.0075
2.445,542,230.2,21,0.0075
2.4525,543,230.4,21,0.0075
2.461,544,230.6,21,0.0085
2.4695,545,230.8,21,0.0085
2.478,546,231.1,21,0.0075
2.486,547,231.4,21,0.0075
2.4945,548,231.6,21,0.0075
2.503,549,231.8,21,0.0075
2.5105,550,232.1,21,0.0075
2.519,551,232.2,21,0.0085
2.5275,552,232.5,21,0.0075
2.536,553,232.7,21,0.0075
2.5445,554,232.9,21,0.0075
2.5525,555,233.2,21,0.008
2.5605,556,233.4,21,0.008
2.5685,557,233.6,21,0.008
2.577,558,233.9,21,0.0075
2.5855,559,234.1,21,0.0075
2.5935,560,234.2,21,0.0075
2.5985,561,234.5,21,0.005
2.5995,562,234.6,21,0.001
2.6,563,234.7,21,0.0005
2.601,564,234.8,21,0.001
2.602,565,234.8,21,0.001
2.604,566,234.8,21,0.002
2.607,567,234.8,21,0.0025
2.611,568,234.9,21,0.004
2.617,569,234.9,21,0.006
2.6205,570,235,21,0.007
Scope 1/1, Sample 4/9 (20160805_Bin4),,,
Result,TitrationEP1,,,
V,t,E,T,dV/dt
0,0,-58.7,20.9,NaN
0.001,1,-60.6,20.9,0.001
0.0025,2,-61.1,20.9,0.0015
0.005,3,-61.5,20.9,0.002
0.009,4,-61.8,20.9,0.0035
0.015,5,-62.1,20.9,0.0055
0.0235,6,-62.4,20.9,0.0075
0.032,7,-62.6,20.9,0.0075
0.0405,8,-62.8,20.9,0.0075
0.049,9,-62.9,20.9,0.0075
0.0565,10,-63,20.9,0.007
0.065,11,-63,20.9,0.0075
0.0735,12,-63.1,20.9,0.0075
0.0815,13,-63.1,20.9,0.0075
0.09,14,-63.1,20.9,0.0075
0.0985,15,-63.1,20.9,0.0075
0.106,16,-63,20.9,0.007
0.1145,17,-62.9,20.9,0.0075
0.123,18,-62.8,20.9,0.0075
0.1315,19,-62.7,20.9,0.0075
0.14,20,-62.6,20.9,0.0075
0.148,21,-62.5,20.9,0.0075
0.156,22,-62.3,20.9,0.0075
0.164,23,-62.1,20.9,0.0075
0.1725,24,-61.8,20.9,0.0075
0.181,25,-61.7,20.9,0.0075
0.1895,26,-61.4,20.9,0.0075
0.198,27,-61.2,20.9,0.0075
0.2055,28,-60.9,20.9,0.007
0.214,29,-60.7,20.9,0.0075
0.2225,30,-60.3,20.9,0.0075
0.2305,31,-60,20.9,0.0075
0.239,32,-59.7,20.9,0.0075
0.2475,33,-59.3,20.9,0.0075
0.255,34,-58.9,20.9,0.007
0.2635,35,-58.5,20.9,0.0075
0.272,36,-58.1,20.9,0.0075
0.2805,37,-57.7,20.9,0.0075
0.289,38,-57.3,20.9,0.0075
0.2965,39,-56.7,20.9,0.007
0.305,40,-56.3,20.9,0.0075
0.3135,41,-55.8,20.9,0.0075
0.3215,42,-55.3,20.9,0.0075
0.33,43,-54.6,20.9,0.0075
0.3385,44,-54,20.9,0.007
0.346,45,-53.5,20.9,0.007
0.3545,46,-52.8,20.9,0.0075
0.363,47,-52.1,20.9,0.0075
0.3715,48,-51.4,20.9,0.0075
0.38,49,-50.6,20.9,0.0075
0.3885,50,-49.8,20.9,0.007
0.396,51,-49.1,20.9,0.007
0.4045,52,-48.2,20.9,0.0075
0.4125,53,-47.3,20.9,0.0075
0.421,54,-46.4,20.9,0.0075
0.4295,55,-45.4,20.9,0.0075
0.438,56,-44.4,20.9,0.0075
0.4455,57,-43.3,20.9,0.007
0.454,58,-42,20.9,0.0075
0.4625,59,-40.8,20.9,0.0075
0.471,60,-39.5,20.9,0.0075
0.4795,61,-38.1,20.9,0.0075
0.4875,62,-36.8,20.9,0.0075
0.495,63,-35.1,20.9,0.007
0.5035,64,-33.4,20.9,0.0075
0.512,65,-31.7,20.9,0.0075
0.5205,66,-29.7,20.9,0.0075
0.529,67,-27.6,20.9,0.0075
0.5375,68,-25.8,20.9,0.0075
0.545,69,-23.8,20.9,0.007
0.5535,70,-22,20.9,0.0075
0.562,71,-20.3,20.9,0.0075
0.57,72,-18.7,20.9,0.0075
0.5785,73,-17,20.9,0.0075
0.587,74,-15.6,20.9,0.007
0.5945,75,-14.5,20.9,0.007
0.603,76,-13.4,20.9,0.0075
0.6115,77,-12.3,20.9,0.0075
0.62,78,-11.3,20.9,0.0075
0.6285,79,-10.4,20.9,0.0075
0.6365,80,-9.4,20.9,0.0075
0.6445,81,-8.6,20.9,0.0075
0.6525,82,-7.7,20.9,0.0075
0.661,83,-6.8,20.9,0.0075
0.6695,84,-5.7,20.9,0.0075
0.678,85,-4.9,20.9,0.0075
0.6865,86,-3.7,20.9,0.0075
0.694,87,-2.6,20.9,0.007
0.7025,88,-1.5,20.9,0.0075
0.711,89,-0.3,20.9,0.0075
0.7195,90,0.1,20.9,0.0075
0.7275,91,0.8,20.9,0.0075
0.7355,92,1.4,20.9,0.0075
0.7435,93,2.4,20.9,0.0075
0.752,94,3.3,20.9,0.0075
0.7605,95,4.1,20.9,0.0075
0.769,96,4.7,20.9,0.0075
0.7775,97,5.6,20.9,0.007
0.785,98,6.1,20.9,0.007
0.7935,99,6.7,20.9,0.0075
0.802,100,7.4,20.9,0.0075
0.81,101,8.1,20.9,0.0075
0.8185,102,9.3,20.9,0.0075
0.827,103,10,20.9,0.007
0.8345,104,10.8,20.9,0.007
0.843,105,11.8,20.9,0.0075
0.8515,106,13.1,20.9,0.0075
0.86,107,13.9,20.9,0.0075
0.8685,108,14.5,20.9,0.0075
0.877,109,15.3,20.9,0.007
0.8845,110,16.1,20.9,0.007
0.893,111,16.6,20.9,0.0075
0.901,112,17.2,20.9,0.0075
0.9095,113,17.8,20.9,0.0075
0.918,114,18.4,20.9,0.0075
0.9265,115,19,20.9,0.0075
0.934,116,19.8,20.9,0.007
0.9425,117,20.7,20.9,0.0075
0.951,118,21.4,20.9,0.0075
0.9595,119,22.1,20.9,0.0075
0.968,120,22.9,20.9,0.0075
0.9755,121,23.6,20.9,0.007
0.984,122,24.3,20.9,0.0075
0.992,123,25.2,20.9,0.0075
1.0005,124,25.9,20.9,0.0075
1.009,125,26.6,20.9,0.0075
1.0175,126,27.2,20.9,0.007
1.025,127,27.9,20.9,0.007
1.0335,128,28.7,20.9,0.0075
1.042,129,29.5,20.9,0.0075
1.0505,130,30.3,20.9,0.0075
1.059,131,31.5,20.9,0.0075
1.067,132,32.1,20.9,0.0065
1.0745,133,32.9,20.9,0.007
1.083,134,34,20.9,0.0075
1.0915,135,35,20.9,0.0075
1.1,136,35.8,20.9,0.0075
1.1085,137,37.1,20.9,0.0075
1.117,138,37.7,20.9,0.0075
1.1245,139,38.2,20.9,0.007
1.133,140,38.8,20.9,0.0075
1.141,141,39.4,20.9,0.0075
1.1495,142,40.2,20.9,0.0075
1.158,143,41.1,20.9,0.0075
1.1665,144,42,20.9,0.0075
1.175,145,42.7,20.9,0.0075
1.1825,146,43.3,20.9,0.007
1.191,147,44.2,20.9,0.0075
1.1995,148,45,20.9,0.0075
1.2075,149,45.9,20.9,0.0075
1.216,150,46.8,20.9,0.0075
1.2245,151,47.5,20.9,0.0075
1.232,152,48.7,20.9,0.007
1.2405,153,49.9,20.9,0.0075
1.249,154,50.6,20.9,0.0075
1.2575,155,51.5,20.9,0.0075
1.266,156,52.3,20.9,0.0075
1.2735,157,53,20.9,0.007
1.282,158,53.9,20.9,0.0075
1.29,159,54.9,20.9,0.0075
1.2985,160,55.8,20.9,0.0075
1.307,161,56.7,20.9,0.0075
1.3155,162,57.9,20.9,0.0075
1.323,163,58.9,20.9,0.007
1.3315,164,59.9,20.9,0.0075
1.34,165,61.6,20.9,0.0075
1.3485,166,62.7,20.9,0.0075
1.357,167,64,20.9,0.0075
1.365,168,65.3,20.9,0.0065
1.373,169,66.3,20.9,0.0075
1.381,170,68.1,20.9,0.0075
1.3895,171,68.8,20.9,0.0075
1.398,172,70.2,20.9,0.0075
1.4065,173,71.3,20.9,0.0075
1.415,174,72.4,20.9,0.007
1.4225,175,73.7,20.9,0.007
1.431,176,75.9,20.9,0.0075
1.4395,177,77.2,20.9,0.0075
1.448,178,78.4,20.9,0.007
1.456,179,79.8,20.9,0.0075
1.4645,180,81.5,20.9,0.007
1.472,181,83.1,20.9,0.007
1.4805,182,84.7,20.9,0.0075
1.489,183,86.3,20.9,0.0075
1.4975,184,88.7,20.9,0.0075
1.506,185,91.5,20.9,0.0075
1.5145,186,93.9,20.9,0.007
1.522,187,95.6,20.9,0.007
1.5305,188,98,20.9,0.0075
1.5385,189,100.7,20.9,0.0075
1.547,190,103.8,20.9,0.0075
1.5555,191,106.7,20.9,0.0075
1.564,192,110.1,20.9,0.007
1.5715,193,113.1,20.9,0.007
1.58,194,117,20.9,0.0075
1.5885,195,120.4,20.9,0.0075
1.597,196,124,20.9,0.0075
1.605,197,127.8,20.9,0.0075
1.6135,198,132,20.9,0.007
1.621,199,135.5,20.9,0.007
1.6295,200,139.1,20.9,0.0075
1.638,201,142.7,20.9,0.0075
1.6465,202,146.2,20.9,0.0075
1.655,203,149.4,20.9,0.0075
1.6635,204,152.7,20.9,0.007
1.671,205,155.7,20.9,0.007
1.6795,206,158.7,20.9,0.0075
1.6875,207,161.6,20.9,0.0075
1.696,208,164.4,20.9,0.0075
1.7045,209,167.1,20.9,0.0075
1.713,210,169.8,20.9,0.007
